Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13407510,2021-03-01 00:11:17,2021-01-11 19:09:45,28191,16901395,28191,599,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407510/SRR13407510.lite.1,SRX9826241,AGMH_a_481,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,7C68B0B498770E927D42797973E16645,BC61F0B4763FCD0A9D9262725C7955A4
SRR13407511,2021-03-01 00:11:17,2021-01-11 19:09:47,42923,25645202,42923,597,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407511/SRR13407511.lite.1,SRX9826240,AGMH_a_480,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,0C40B59391B829234CBB33B827BC73C8,F9F4A2C57BBCE933E39919FC7467A46C
SRR13407512,2021-03-01 00:11:17,2021-01-11 19:09:40,48520,29089973,48520,599,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13407/SRR13407512/SRR13407512.lite.1,SRX9826239,AGMH_a_479,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,70781850B96A82E9CDF9C11749C1D748,2B0252874271AC1EC74A367D6643309A
SRR13407513,2021-03-01 00:11:17,2021-01-11 19:09:45,39510,23674257,39510,599,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407513/SRR13407513.lite.1,SRX9826238,AGMH_a_478,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,9FDF1E9F0E3FFE8C8ECF868E48163CBF,E919BE4C144EA84E72AD72C0633DA1B3
SRR13407514,2021-03-01 00:11:17,2021-01-11 19:09:47,72059,43258288,72059,600,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407514/SRR13407514.lite.1,SRX9826237,AGMH_a_451,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,2A8E6450F844E81DED716D31F2892DB2,4D4F5F65A24517E02FF72802EEEC23D0
SRR13407515,2021-03-01 00:11:17,2021-01-11 19:10:06,33166,19886409,33166,599,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13407/SRR13407515/SRR13407515.lite.1,SRX9826236,AGMH_a_477,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,CDE9F8F3854CF395A9054747AE5959B0,7A69144BABD3212535F2401A1CE6A478
SRR13407516,2021-03-01 00:11:17,2021-01-11 19:10:09,59895,35953862,59895,600,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13407/SRR13407516/SRR13407516.lite.1,SRX9826235,AGMH_a_476,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,685094459791C269701EC3F3BDD98DA6,285250995ED83040068C54A6E20D19D9
SRR13407517,2021-03-01 00:11:17,2021-01-11 19:09:55,36265,21763718,36265,600,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13407/SRR13407517/SRR13407517.lite.1,SRX9826234,AGMH_a_475,POOLCLONE,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP301336,PRJNA691142,,691142,SRS8008697,SAMN17282711,simple,2802579,Methylosarcina sp. NH4_1,NH4_1,,,,,,,no,,,,,KUNSAN NATIONAL UNIVERSITY,SRA1182700,,public,616B143ADD9C52A14241FAC949881EB3,67E2AFF170481611867C87D410B61546
SRR18911441,2022-04-26 12:44:40,2022-04-26 11:59:58,25407986,7608413296,25407986,299,2330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18911/SRR18911441/SRR18911441.lite.1,SRX14989389,OT2,Hi-C,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP372102,PRJNA830509,,830509,SRS12738585,SAMN27728142,simple,418,Methylomonas sp.,OT2,,,,,,,no,,,,,SOUTHEAST UNIVERSITY,SRA1409307,,public,D422619D9DB8AA182472EDC3E2F2CE0A,4C6047CAD17CCD4AA4C4DBB03C83A04B
SRR21147669,2023-02-14 03:54:53,2022-08-20 15:21:12,121692,60237540,121692,495,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21147/SRR21147669/SRR21147669.lite.1,SRX17159374,FZTD16102948,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP393169,PRJNA869840,,869840,SRS14730841,SAMN30328010,simple,413,Methylococcus,PQQC_ZTPSN21GH692-CK_M_1.fq.gz,,,,,,,no,,,,,NORTHWEST A&F UNIVERSITY,SRA1479888,,public,79C08B7868BEDE3E1703FFDCD77876BC,F763922C9ED3DEB5F3C04DA30F6B0403
DRR178517,2021-05-16 15:20:49,2021-05-16 14:47:16,417992,235871351,417992,564,147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/178/DRR178517/DRR178517.lite.1,DRX169043,JCM16701,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,DRP007302,PRJDB8300,,730434,DRS185105,SAMD00171893,simple,702114,Methylomonas koyamae,SAMD00171893,,,,,,,no,,,,,NAGOYA,DRA008402,,public,ECCF51C42830A60B24275DD4F2372F54,03E0D38E1D650FB70A93D47E0C752CAB
DRR178518,2021-05-16 15:20:49,2021-05-16 14:47:30,202811,521404917,0,2570,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/178/DRR178518/DRR178518.lite.1,DRX169044,JCM16701_Nanopore,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,DRP007302,PRJDB8300,,730434,DRS185105,SAMD00171893,simple,702114,Methylomonas koyamae,SAMD00171893,,,,,,,no,,,,,NAGOYA,DRA008402,,public,51B260C235B843D926944EEF481E2B00,DDBE1A3AEA81DD06D3F48D688FAC92FC
DRR180483,2021-05-29 12:11:18,2021-05-29 11:53:41,2408301,364599901,2408301,151,147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/180/DRR180483/DRR180483.lite.1,DRX170999,JCM16910,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,NextSeq 500,DRP007341,PRJDB8373,,733711,DRS186087,SAMD00172921,simple,493385,Methylogaea oryzae JCM 16910,SAMD00172921,,,,,,,no,,,,,NAGOYA,DRA008488,,public,F716DF1FDCC41A0EB81D72BEFFF88A2E,42296CE903711A3B404E95F5C4E9A7F4
DRR180484,2021-05-29 13:47:22,2021-05-29 13:12:28,299333,2704609806,0,9035,2204,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/DRR000/180/DRR180484/DRR180484.1,DRX171000,JCM16910_nanopore,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,DRP007341,PRJDB8373,,733711,DRS186087,SAMD00172921,simple,493385,Methylogaea oryzae JCM 16910,SAMD00172921,,,,,,,no,,,,,NAGOYA,DRA008488,,public,A608BB6E610823A8D727B533289BAC3C,A8EB8EB5D15A853AE5B0CE6DC4AC44FA
DRR180485,2021-05-29 13:47:22,2021-05-29 13:11:39,1882563,284930598,1882563,151,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/DRR000/180/DRR180485/DRR180485.lite.1,DRX171001,JCM18894,WGS,RANDOM,GENOMIC,PAIRED,500,0,ILLUMINA,NextSeq 500,DRP007342,PRJDB8374,,733712,DRS186088,SAMD00172935,simple,1760988,Methylomagnum ishizawai,SAMD00172935,,,,,,,no,,,,,NAGOYA,DRA008489,,public,5D65C71A5F3949FA6870BA46F88262E0,4154975B05CF27249696CF8282EFD75F
DRR180486,2021-05-29 13:47:22,2021-05-29 13:12:40,294925,3482905081,0,11809,2839,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/DRR000/180/DRR180486/DRR180486.1,DRX171002,JCM18894_nanopore,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,DRP007342,PRJDB8374,,733712,DRS186088,SAMD00172935,simple,1760988,Methylomagnum ishizawai,SAMD00172935,,,,,,,no,,,,,NAGOYA,DRA008489,,public,A20C2B9EEA79BF7013BE8CFAD93CF826,05FD4CA7FBD571EBC5D69F37972FF8C2
ERR11151912,2023-03-28 06:04:44,,0,0,0,0,0,,,ERX10599316,,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP137417,PRJEB52687,,855793,ERS14846031,SAMEA112839424,simple,73780,Methylocaldum szegediense,SAMEA112839424,,,,,,,no,,,,,UNIVERSITY OF EAST ANGLIA,ERA21152704,,public,,
ERR11151914,2023-03-28 06:04:44,,0,0,0,0,0,,,ERX10599318,,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP145126,PRJEB60078,,944039,ERS14846032,SAMEA112839425,simple,414,Methylococcus capsulatus,SAMEA112839425,,,,,,,no,,,,,UNIVERSITY OF EAST ANGLIA,ERA21152706,,public,,
SRR24223047,2023-04-20 02:19:13,2023-04-20 02:16:54,2177002,1310555204,2177002,602,765,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24223/SRR24223047/SRR24223047.lite.1,SRX20019450,UP202-Illumina,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP433482,PRJNA954998,,954998,SRS17361029,SAMN34162754,simple,3040943,Methylomonas sp. UP202,UP202,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA1624111,,public,DF26090AD1C858CED3123B4248EE1CAE,C46AD2206A29A779B684B94ADE7EA396
SRR24223048,2023-04-20 02:22:24,2023-04-20 02:18:59,134811,594329239,0,4408,499,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24223/SRR24223048/SRR24223048.1,SRX20019449,UP202-Nanopore,WGS,RANDOM,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,GridION,SRP433482,PRJNA954998,,954998,SRS17361029,SAMN34162754,simple,3040943,Methylomonas sp. UP202,UP202,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA1624111,,public,2B715A653212113DACDA9B2F1EFF88AD,6DE8AEFE8552FE50F2457FF2BF404562
SRR10902123,2020-01-16 02:41:15,2020-01-16 02:33:19,78972,32626962,0,413,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902123/SRR10902123.lite.1,SRX7570306,LT-1.5.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,0B578CA5E5A7F7A45EA49E61CFC4F429,93BF5B1EDFDE027927E859CA7D7B48D1
SRR10902124,2020-01-16 02:41:15,2020-01-16 02:33:13,64788,26727060,0,412,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/902/SRR10902124/SRR10902124.lite.1,SRX7570305,LT-1.2.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,4CC217870ACDC25EB98B49CF29F799A0,915878CF2A44FC15E82C6CB7BAFC938B
SRR10902125,2020-01-16 02:41:15,2020-01-16 02:33:14,70712,29276504,0,414,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/10902/SRR10902125/SRR10902125.lite.1,SRX7570304,LT-0.8.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,31E05AD15103AE49D38F7D5B7FF5E166,93E1CB09213162C52B8790E71DEAFB7C
SRR10902126,2020-01-16 02:41:15,2020-01-16 02:33:21,92203,36667168,0,397,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902126/SRR10902126.lite.1,SRX7570303,LT-0.4.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,CF94B15CF64868E8C9F10E3A660408F2,1EFB625520394B9CFE5C5A69E607468D
SRR10902127,2020-01-16 02:41:15,2020-01-16 02:33:19,74784,30937328,0,413,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902127/SRR10902127.lite.1,SRX7570302,LT-0.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,9FFEB8D388A420906EC0CF6AB79A0DA0,437CE15BF08AA302E19471A54A9A8C39
SRR10902128,2020-01-16 02:41:15,2020-01-16 02:33:15,89610,40811949,0,455,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/902/SRR10902128/SRR10902128.lite.1,SRX7570301,HT-1.5.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,BC60C5887B58FCD9ED7AE66A27A958D5,66044FB47EDED876E64FC7CD3531315C
SRR10902129,2020-01-16 02:41:15,2020-01-16 02:33:24,102165,47016769,0,460,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902129/SRR10902129.lite.1,SRX7570300,HT-1.2.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,29C2FDA88A52E10BA2BBD9ED09EB18D5,8A6BE18A5EBBEB521857E4734FAFD900
SRR10902130,2020-01-16 02:41:15,2020-01-16 02:33:19,99957,45376561,0,453,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902130/SRR10902130.lite.1,SRX7570299,HT-0.8.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,C63C4B12211693124B154F0FD613BF10,F854734B8ABA0BF1A32E1D86BFFADB87
SRR10902131,2020-01-16 02:41:15,2020-01-16 02:33:19,103758,46881044,0,451,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902131/SRR10902131.lite.1,SRX7570298,HT-0.4.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,61D51258E7548CF0A9467391606999FE,217795ACA6CD2751170C6F2062A0DAF9
SRR10902132,2020-01-16 02:41:15,2020-01-16 02:33:21,79786,36144629,0,453,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10902/SRR10902132/SRR10902132.lite.1,SRX7570297,HT-0.fastq,RNA-Seq,PCR,GENOMIC,SINGLE,0,0,LS454,454 GS FLX,SRP242158,PRJNA601291,,601291,SRS6006037,SAMN13865269,simple,200670,Crenothrix,HT-temperature,,,,,,,no,,,,,CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY,SRA1027104,,public,FBA80D7FA616B683AEFF8982482AF1DC,8FA4E3DF766F8110755A51EE9E0812A4
SRR8952883,2019-05-21 15:05:11,2019-04-24 19:35:13,1722335,475211034,1722335,275,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR008/8952/SRR8952883/SRR8952883.lite.1,SRX5732709,JG3u16,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP193793,PRJNA535342,,535342,SRS4670099,SAMN11493406,simple,95641,Methylomicrobium buryatense,JG3 mutants,,,,,,,no,,,,,UNIVERSITY OF WASHINGTON,SRA879435,,public,B9951E85B31E6AF02D687A4275FFF8C9,7AFF08AC1FEBF59F605B986E821CAAC5
SRR13259185,2020-12-19 17:51:15,2020-12-19 17:49:29,63638,576231044,0,9054,378,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13259/SRR13259185/SRR13259185.lite.1,SRX9689914,MMONAS_LL1,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS II,SRP298120,PRJNA674997,,674997,SRS7887077,SAMN16686212,simple,2785785,Methylomonas sp. LL1,MMONAS_LL1,,,,,,,no,,,,,NIOO-KNAW,SRA1171996,,public,EED763A590EF2414DE118AD97B4ACD27,026A36D10EE83EE318C5CE3C2EE5CE7D
SRR10863685,2020-03-12 02:06:07,2020-03-12 00:38:26,415,4213939,0,10154,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/863/SRR10863685.sralite.1,SRX7533727,LL-enrich-bin-26,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP241109,PRJNA598329,,598329,SRS5972476,SAMN13735002,simple,2051955,Methylobacter sp.,"Metagenome-assembled genomes obtained from an enrichment culture from Lacamas Lake (WA, US)",,,,,,,no,,,,,ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH,SRA1023361,,public,98C25E333D3B3F2DF294E283FEF7E04A,B61A78EA1649872C003BB59EBE418B2B
SRR12213499,2020-07-22 12:10:56,2020-07-22 12:08:45,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213499/SRR12213499.1,SRX8724120,Methylobacter_BS,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999153,SAMN15517066,simple,429,Methylobacter,Methylobacter_Bali_mangrove_soils_Summer,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213497,2020-07-22 12:10:57,2020-07-22 12:08:45,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213497/SRR12213497.1,SRX8724122,Methylobacter_BW,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999155,SAMN15517068,simple,429,Methylobacter,Methylobacter_Bali_mangrove_soils_Winter,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213501,2020-07-22 12:10:56,2020-07-22 12:08:46,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213501/SRR12213501.1,SRX8724118,Methylobacter_GS,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999151,SAMN15517064,simple,429,Methylobacter,Methylobacter_Guandu_mangrove_soils_Summer,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213520,2020-07-22 12:10:56,2020-07-22 12:08:45,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213520/SRR12213520.1,SRX8724099,Methylobacter_GW,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999132,SAMN15517060,simple,429,Methylobacter,Methylobacter_Guandu_mangrove_soils_winter,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213498,2020-07-22 12:10:56,2020-07-22 12:08:47,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213498/SRR12213498.1,SRX8724121,Methylomicrobium-jap-rel_BS,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999154,SAMN15517067,simple,2303549,Methylomicrobium sp.,Methylomicrobium-jap-rel_Bali_mangrove_soils_Summer,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213496,2020-07-22 12:10:57,2020-07-22 12:08:45,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213496/SRR12213496.1,SRX8724123,Methylomicrobium-jap-rel_BW,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999156,SAMN15517069,simple,2303549,Methylomicrobium sp.,Methylomicrobium-jap-rel_Bali_mangrove_soils_Winter,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213519,2020-07-22 12:10:56,2020-07-22 12:08:46,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213519/SRR12213519.1,SRX8724100,Methylomicrobium-jap-rel_GW,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999133,SAMN15517061,simple,2303549,Methylomicrobium sp.,Methylomicrobium-jap-rel_Guandu_mangrove_soils_winter,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213504,2020-07-22 12:10:56,2020-07-22 12:08:46,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213504/SRR12213504.1,SRX8724115,Methylomonas_BS_1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999148,SAMN15517083,simple,416,Methylomonas,Methylomonas_Bali_mangrove_soils_Summer_replicate_1,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
SRR12213505,2020-07-22 12:10:56,2020-07-22 12:08:45,1,495,0,495,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR012/12213/SRR12213505/SRR12213505.1,SRX8724114,Methylomonas_BS_2,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP250215,PRJNA593629,,593629,SRS6999147,SAMN15517082,simple,416,Methylomonas,Methylomonas_Bali_mangrove_soils_Summer_replicate_2,,,,,,,no,,,,,NATIONAL TAIWAN UNIVERSITY,SRA1098603,,public,8E705E7B02B41EA88C91ABF7553A9D4C,6D86D054F317A6299BB81DF03D8511F8
